Urun_ID,Ana_Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Kaynak_Site,Segment,Kullanim_Amaci,Ozellikler,Enerji_Sinifi,Renk,Garanti_Ay,Puan,Yorum_Sayisi,Stok_Durumu,Elektrikli_Mi,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link
EV-00030,Evcil Hayvan Ürünleri,Akıllı Kedi Tuvaleti,Xiaomi,Xiaomi Akıllı Kedi Tuvaleti XIA-AKI-0030,45000,n11,Giriş,Günlük Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Alexa uyumlu",A++,Siyah,24,4.2,9067,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Xiaomi+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+XIA-AKI-0030,https://www.hepsiburada.com/ara?q=Xiaomi+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+XIA-AKI-0030,https://www.amazon.com.tr/s?k=Xiaomi+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+XIA-AKI-0030,https://www.teknosa.com/arama/?s=Xiaomi+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+XIA-AKI-0030,https://www.vatanbilgisayar.com/arama/Xiaomi+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+XIA-AKI-0030
EV-00031,İçecek Hazırlama,Türk Kahve Makinesi,Karaca,Karaca Türk Kahve Makinesi KAR-TÜR-0031,2200,Amazon Türkiye,Orta,Ev Kullanımı,"2071 W, çelik gövde",A++,Inox,24,3.9,9188,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Karaca+T%C3%BCrk+Kahve+Makinesi+KAR-T%C3%9CR-0031,https://www.hepsiburada.com/ara?q=Karaca+T%C3%BCrk+Kahve+Makinesi+KAR-T%C3%9CR-0031,https://www.amazon.com.tr/s?k=Karaca+T%C3%BCrk+Kahve+Makinesi+KAR-T%C3%9CR-0031,https://www.teknosa.com/arama/?s=Karaca+T%C3%BCrk+Kahve+Makinesi+KAR-T%C3%9CR-0031,https://www.vatanbilgisayar.com/arama/Karaca+T%C3%BCrk+Kahve+Makinesi+KAR-T%C3%9CR-0031
EV-00032,Isıtma & Soğutma,Vantilatör,Fakir,Fakir Vantilatör FAK-VAN-0032,3250,n11,Üst,Pratik Kullanım,"2060 W, günlük kullanıma uygun, kompakt tasarım",A++,Krem,24,4.9,10990,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Vantilat%C3%B6r+FAK-VAN-0032,https://www.hepsiburada.com/ara?q=Fakir+Vantilat%C3%B6r+FAK-VAN-0032,https://www.amazon.com.tr/s?k=Fakir+Vantilat%C3%B6r+FAK-VAN-0032,https://www.teknosa.com/arama/?s=Fakir+Vantilat%C3%B6r+FAK-VAN-0032,https://www.vatanbilgisayar.com/arama/Fakir+Vantilat%C3%B6r+FAK-VAN-0032
EV-00033,Ütüler,Buharlı Dikey Ütü,Philips,Philips Buharlı Dikey Ütü PHI-BUH-0033,16800,Trendyol,Orta,Ev Kullanımı,"2512 W, 93 g/dk buhar, kireç önleme",A++,Siyah,24,4.8,7556,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Philips+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+PHI-BUH-0033,https://www.hepsiburada.com/ara?q=Philips+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+PHI-BUH-0033,https://www.amazon.com.tr/s?k=Philips+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+PHI-BUH-0033,https://www.teknosa.com/arama/?s=Philips+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+PHI-BUH-0033,https://www.vatanbilgisayar.com/arama/Philips+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+PHI-BUH-0033
EV-00034,Mutfak,Dondurma Makinesi,Arzum,Arzum Dondurma Makinesi ARZ-DON-0034,27250,n11,Giriş,Pratik Kullanım,"1218 W, günlük kullanıma uygun, kompakt tasarım",C,Lacivert,24,4.1,10525,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Dondurma+Makinesi+ARZ-DON-0034,https://www.hepsiburada.com/ara?q=Arzum+Dondurma+Makinesi+ARZ-DON-0034,https://www.amazon.com.tr/s?k=Arzum+Dondurma+Makinesi+ARZ-DON-0034,https://www.teknosa.com/arama/?s=Arzum+Dondurma+Makinesi+ARZ-DON-0034,https://www.vatanbilgisayar.com/arama/Arzum+Dondurma+Makinesi+ARZ-DON-0034
EV-00035,Mutfak,Doğrayıcı & Rondo,Fakir,Fakir Doğrayıcı & Rondo FAK-DOĞ-0035,4900,Hepsiburada,Üst,Ev Kullanımı,"1042 W, çelik bıçak",B,Beyaz,36,3.9,7134,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0035,https://www.hepsiburada.com/ara?q=Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0035,https://www.amazon.com.tr/s?k=Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0035,https://www.teknosa.com/arama/?s=Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0035,https://www.vatanbilgisayar.com/arama/Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0035
EV-00036,Mutfak,Doğrayıcı & Rondo,Arzum,Arzum Doğrayıcı & Rondo ARZ-DOĞ-0036,5600,Hepsiburada,Premium,Pratik Kullanım,"803 W, çelik bıçak",A,Beyaz,24,4.4,8836,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0036,https://www.hepsiburada.com/ara?q=Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0036,https://www.amazon.com.tr/s?k=Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0036,https://www.teknosa.com/arama/?s=Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0036,https://www.vatanbilgisayar.com/arama/Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0036
EV-00037,Evcil Hayvan Ürünleri,Akıllı Su Pınarı,Xiaomi,Xiaomi Akıllı Su Pınarı XIA-AKI-0037,5600,Teknosa,Fiyat/Performans,Ev Kullanımı,"Wi-Fi/Bluetooth, mobil uygulama, Siri Shortcuts uyumlu",A+,Gri,24,4.6,5359,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Xiaomi+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+XIA-AKI-0037,https://www.hepsiburada.com/ara?q=Xiaomi+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+XIA-AKI-0037,https://www.amazon.com.tr/s?k=Xiaomi+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+XIA-AKI-0037,https://www.teknosa.com/arama/?s=Xiaomi+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+XIA-AKI-0037,https://www.vatanbilgisayar.com/arama/Xiaomi+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+XIA-AKI-0037
EV-00038,Evcil Hayvan Ürünleri,Akıllı Su Pınarı,Trixie,Trixie Akıllı Su Pınarı TRI-AKI-0038,3200,Vatan Bilgisayar,Fiyat/Performans,Günlük Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Alexa uyumlu",A+,Inox,36,4.2,8992,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0038,https://www.hepsiburada.com/ara?q=Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0038,https://www.amazon.com.tr/s?k=Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0038,https://www.teknosa.com/arama/?s=Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0038,https://www.vatanbilgisayar.com/arama/Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0038
EV-00039,Isıtma & Soğutma,Isıtıcı,Arzum,Arzum Isıtıcı ARZ-ISI-0039,7000,Vatan Bilgisayar,Orta,Günlük Kullanım,"1749 W, günlük kullanıma uygun, kompakt tasarım",A+++,Krem,12,4.4,12072,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0039,https://www.hepsiburada.com/ara?q=Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0039,https://www.amazon.com.tr/s?k=Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0039,https://www.teknosa.com/arama/?s=Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0039,https://www.vatanbilgisayar.com/arama/Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0039
EV-00040,İçecek Hazırlama,Çay Makinesi,Schafer,Schafer Çay Makinesi SCH-ÇAY-0040,5600,Amazon Türkiye,Orta,Günlük Kullanım,"850 W, otomatik kapanma",A++,Turuncu,12,4.2,3277,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Schafer+%C3%87ay+Makinesi+SCH-%C3%87AY-0040,https://www.hepsiburada.com/ara?q=Schafer+%C3%87ay+Makinesi+SCH-%C3%87AY-0040,https://www.amazon.com.tr/s?k=Schafer+%C3%87ay+Makinesi+SCH-%C3%87AY-0040,https://www.teknosa.com/arama/?s=Schafer+%C3%87ay+Makinesi+SCH-%C3%87AY-0040,https://www.vatanbilgisayar.com/arama/Schafer+%C3%87ay+Makinesi+SCH-%C3%87AY-0040
EV-00041,Isıtma & Soğutma,Isıtıcı,Arzum,Arzum Isıtıcı ARZ-ISI-0041,9100,Trendyol,Fiyat/Performans,Ev Kullanımı,"1218 W, günlük kullanıma uygun, kompakt tasarım",A++,Gri,24,4.7,6306,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0041,https://www.hepsiburada.com/ara?q=Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0041,https://www.amazon.com.tr/s?k=Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0041,https://www.teknosa.com/arama/?s=Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0041,https://www.vatanbilgisayar.com/arama/Arzum+Is%C4%B1t%C4%B1c%C4%B1+ARZ-ISI-0041
EV-00042,Isıtma & Soğutma,Kombi,Vaillant,Vaillant Kombi VAI-KOM-0042,31500,MediaMarkt,Fiyat/Performans,Isıtma,"34 kW, yoğuşmalı, dijital ekran",A++,Turuncu,12,3.9,4097,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Vaillant+Kombi+VAI-KOM-0042,https://www.hepsiburada.com/ara?q=Vaillant+Kombi+VAI-KOM-0042,https://www.amazon.com.tr/s?k=Vaillant+Kombi+VAI-KOM-0042,https://www.teknosa.com/arama/?s=Vaillant+Kombi+VAI-KOM-0042,https://www.vatanbilgisayar.com/arama/Vaillant+Kombi+VAI-KOM-0042
EV-00043,Isıtma & Soğutma,Şofben & Termosifon,Demirdöküm,Demirdöküm Şofben & Termosifon DEM-ŞOF-0043,24000,MediaMarkt,Fiyat/Performans,Ev Kullanımı,"725 W, günlük kullanıma uygun, kompakt tasarım",C,Turuncu,36,4.8,8991,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0043,https://www.hepsiburada.com/ara?q=Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0043,https://www.amazon.com.tr/s?k=Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0043,https://www.teknosa.com/arama/?s=Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0043,https://www.vatanbilgisayar.com/arama/Demird%C3%B6k%C3%BCm+%C5%9Eofben+%26+Termosifon+DEM-%C5%9EOF-0043
EV-00044,Mutfak,Mikser,Karaca,Karaca Mikser KAR-MIK-0044,2350,MediaMarkt,Fiyat/Performans,Ev Kullanımı,"558 W, çoklu hız ayarı",A+,Inox,24,4.6,4514,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Karaca+Mikser+KAR-MIK-0044,https://www.hepsiburada.com/ara?q=Karaca+Mikser+KAR-MIK-0044,https://www.amazon.com.tr/s?k=Karaca+Mikser+KAR-MIK-0044,https://www.teknosa.com/arama/?s=Karaca+Mikser+KAR-MIK-0044,https://www.vatanbilgisayar.com/arama/Karaca+Mikser+KAR-MIK-0044
EV-00045,Mutfak,Su Arıtma,Aqua,Aqua Su Arıtma AQU-SU -0045,3800,Trendyol,Orta,Günlük Kullanım,"1846 W, günlük kullanıma uygun, kompakt tasarım",A++,Beyaz,36,4.1,11384,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Aqua+Su+Ar%C4%B1tma+AQU-SU+-0045,https://www.hepsiburada.com/ara?q=Aqua+Su+Ar%C4%B1tma+AQU-SU+-0045,https://www.amazon.com.tr/s?k=Aqua+Su+Ar%C4%B1tma+AQU-SU+-0045,https://www.teknosa.com/arama/?s=Aqua+Su+Ar%C4%B1tma+AQU-SU+-0045,https://www.vatanbilgisayar.com/arama/Aqua+Su+Ar%C4%B1tma+AQU-SU+-0045
EV-00046,Mutfak,Dondurma Makinesi,Yonanas,Yonanas Dondurma Makinesi YON-DON-0046,15900,Hepsiburada,Premium,Ev Kullanımı,"1976 W, günlük kullanıma uygun, kompakt tasarım",B,Siyah,12,4.0,6898,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Yonanas+Dondurma+Makinesi+YON-DON-0046,https://www.hepsiburada.com/ara?q=Yonanas+Dondurma+Makinesi+YON-DON-0046,https://www.amazon.com.tr/s?k=Yonanas+Dondurma+Makinesi+YON-DON-0046,https://www.teknosa.com/arama/?s=Yonanas+Dondurma+Makinesi+YON-DON-0046,https://www.vatanbilgisayar.com/arama/Yonanas+Dondurma+Makinesi+YON-DON-0046
EV-00047,Hava Nemlendirici & Temizleyiciler,Hava Temizleyici,Xiaomi,Xiaomi Hava Temizleyici XIA-HAV-0047,28500,n11,Üst,Alerji,"Aktif karbon filtre, 34 m² etki alanı",A+,Mor,36,4.3,6880,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Xiaomi+Hava+Temizleyici+XIA-HAV-0047,https://www.hepsiburada.com/ara?q=Xiaomi+Hava+Temizleyici+XIA-HAV-0047,https://www.amazon.com.tr/s?k=Xiaomi+Hava+Temizleyici+XIA-HAV-0047,https://www.teknosa.com/arama/?s=Xiaomi+Hava+Temizleyici+XIA-HAV-0047,https://www.vatanbilgisayar.com/arama/Xiaomi+Hava+Temizleyici+XIA-HAV-0047
EV-00048,Ütüler,Buharlı Dikey Ütü,Arzum,Arzum Buharlı Dikey Ütü ARZ-BUH-0048,12800,n11,Orta,Pratik Kullanım,"2746 W, 41 g/dk buhar, kireç önleme",A,Siyah,24,4.4,2106,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+ARZ-BUH-0048,https://www.hepsiburada.com/ara?q=Arzum+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+ARZ-BUH-0048,https://www.amazon.com.tr/s?k=Arzum+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+ARZ-BUH-0048,https://www.teknosa.com/arama/?s=Arzum+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+ARZ-BUH-0048,https://www.vatanbilgisayar.com/arama/Arzum+Buharl%C4%B1+Dikey+%C3%9Ct%C3%BC+ARZ-BUH-0048
EV-00049,Süpürgeler,Dikey Süpürge,Bosch,Bosch Dikey Süpürge BOS-DIK-0049,34250,Hepsiburada,Orta,Hızlı Temizlik,"2362 W motor, Siklon filtre, Kablolu",Belirtilmemiş,Mor,24,4.1,5378,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0049,https://www.hepsiburada.com/ara?q=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0049,https://www.amazon.com.tr/s?k=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0049,https://www.teknosa.com/arama/?s=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0049,https://www.vatanbilgisayar.com/arama/Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0049
EV-00050,Mutfak,Doğrayıcı & Rondo,Arzum,Arzum Doğrayıcı & Rondo ARZ-DOĞ-0050,3850,Amazon Türkiye,Giriş,Günlük Kullanım,"540 W, çoklu hız ayarı",A+++,Siyah,24,4.4,5748,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0050,https://www.hepsiburada.com/ara?q=Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0050,https://www.amazon.com.tr/s?k=Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0050,https://www.teknosa.com/arama/?s=Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0050,https://www.vatanbilgisayar.com/arama/Arzum+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+ARZ-DO%C4%9E-0050
EV-00051,İçecek Hazırlama,Filtre Kahve Makinesi,Grundig,Grundig Filtre Kahve Makinesi GRU-FIL-0051,2150,Trendyol,Orta,Pratik Kullanım,"1246 W, ısı ayarı",C,Krem,24,4.4,1889,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Grundig+Filtre+Kahve+Makinesi+GRU-FIL-0051,https://www.hepsiburada.com/ara?q=Grundig+Filtre+Kahve+Makinesi+GRU-FIL-0051,https://www.amazon.com.tr/s?k=Grundig+Filtre+Kahve+Makinesi+GRU-FIL-0051,https://www.teknosa.com/arama/?s=Grundig+Filtre+Kahve+Makinesi+GRU-FIL-0051,https://www.vatanbilgisayar.com/arama/Grundig+Filtre+Kahve+Makinesi+GRU-FIL-0051
EV-00052,Akıllı Ev Sistemleri,Akıllı Kapı Zili,Imou,Imou Akıllı Kapı Zili IMO-AKI-0052,11100,n11,Giriş,Günlük Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Siri Shortcuts uyumlu",A+++,Krem,12,4.8,5111,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Imou+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+IMO-AKI-0052,https://www.hepsiburada.com/ara?q=Imou+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+IMO-AKI-0052,https://www.amazon.com.tr/s?k=Imou+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+IMO-AKI-0052,https://www.teknosa.com/arama/?s=Imou+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+IMO-AKI-0052,https://www.vatanbilgisayar.com/arama/Imou+Ak%C4%B1ll%C4%B1+Kap%C4%B1+Zili+IMO-AKI-0052
EV-00053,Isıtma & Soğutma,Klima,Beko,Beko Klima BEK-KLI-0053,29500,Amazon Türkiye,Fiyat/Performans,Soğutma,"18000 BTU, inverter, Wi-Fi var",Belirtilmemiş,Siyah,24,4.8,3993,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Beko+Klima+BEK-KLI-0053,https://www.hepsiburada.com/ara?q=Beko+Klima+BEK-KLI-0053,https://www.amazon.com.tr/s?k=Beko+Klima+BEK-KLI-0053,https://www.teknosa.com/arama/?s=Beko+Klima+BEK-KLI-0053,https://www.vatanbilgisayar.com/arama/Beko+Klima+BEK-KLI-0053
EV-00054,Evcil Hayvan Ürünleri,Akıllı Su Pınarı,Pawise,Pawise Akıllı Su Pınarı PAW-AKI-0054,1750,Amazon Türkiye,Fiyat/Performans,Ev Kullanımı,"Wi-Fi/Bluetooth, mobil uygulama, Google Assistant uyumlu",A,Lacivert,36,4.2,6897,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Pawise+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PAW-AKI-0054,https://www.hepsiburada.com/ara?q=Pawise+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PAW-AKI-0054,https://www.amazon.com.tr/s?k=Pawise+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PAW-AKI-0054,https://www.teknosa.com/arama/?s=Pawise+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PAW-AKI-0054,https://www.vatanbilgisayar.com/arama/Pawise+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+PAW-AKI-0054
EV-00055,Isıtma & Soğutma,Kombi,Vaillant,Vaillant Kombi VAI-KOM-0055,68750,Amazon Türkiye,Fiyat/Performans,Sıcak Su,"34 kW, yoğuşmalı, dijital ekran",A,Krem,24,4.1,8832,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Vaillant+Kombi+VAI-KOM-0055,https://www.hepsiburada.com/ara?q=Vaillant+Kombi+VAI-KOM-0055,https://www.amazon.com.tr/s?k=Vaillant+Kombi+VAI-KOM-0055,https://www.teknosa.com/arama/?s=Vaillant+Kombi+VAI-KOM-0055,https://www.vatanbilgisayar.com/arama/Vaillant+Kombi+VAI-KOM-0055
EV-00056,İçecek Hazırlama,Çay Makinesi,Karaca,Karaca Çay Makinesi KAR-ÇAY-0056,4000,n11,Orta,Pratik Kullanım,"1576 W, ısı ayarı",A+++,Turuncu,24,4.4,10014,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0056,https://www.hepsiburada.com/ara?q=Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0056,https://www.amazon.com.tr/s?k=Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0056,https://www.teknosa.com/arama/?s=Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0056,https://www.vatanbilgisayar.com/arama/Karaca+%C3%87ay+Makinesi+KAR-%C3%87AY-0056
EV-00057,Hava Nemlendirici & Temizleyiciler,Hava Nemlendirici,Philips,Philips Hava Nemlendirici PHI-HAV-0057,6800,Teknosa,Üst,Pratik Kullanım,"Aktif karbon filtre, 55 m² etki alanı",A+++,Inox,24,4.1,9782,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Philips+Hava+Nemlendirici+PHI-HAV-0057,https://www.hepsiburada.com/ara?q=Philips+Hava+Nemlendirici+PHI-HAV-0057,https://www.amazon.com.tr/s?k=Philips+Hava+Nemlendirici+PHI-HAV-0057,https://www.teknosa.com/arama/?s=Philips+Hava+Nemlendirici+PHI-HAV-0057,https://www.vatanbilgisayar.com/arama/Philips+Hava+Nemlendirici+PHI-HAV-0057
EV-00058,Isıtma & Soğutma,Vantilatör,Vantil,Vantil Vantilatör VAN-VAN-0058,8000,Amazon Türkiye,Orta,Ev Kullanımı,"1317 W, günlük kullanıma uygun, kompakt tasarım",Belirtilmemiş,Siyah,24,4.4,11677,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Vantil+Vantilat%C3%B6r+VAN-VAN-0058,https://www.hepsiburada.com/ara?q=Vantil+Vantilat%C3%B6r+VAN-VAN-0058,https://www.amazon.com.tr/s?k=Vantil+Vantilat%C3%B6r+VAN-VAN-0058,https://www.teknosa.com/arama/?s=Vantil+Vantilat%C3%B6r+VAN-VAN-0058,https://www.vatanbilgisayar.com/arama/Vantil+Vantilat%C3%B6r+VAN-VAN-0058
EV-00059,Mutfak,Blender,Fakir,Fakir Blender FAK-BLE-0059,4350,Amazon Türkiye,Üst,Pratik Kullanım,"1487 W, çelik bıçak",A,Lacivert,24,4.5,7768,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Blender+FAK-BLE-0059,https://www.hepsiburada.com/ara?q=Fakir+Blender+FAK-BLE-0059,https://www.amazon.com.tr/s?k=Fakir+Blender+FAK-BLE-0059,https://www.teknosa.com/arama/?s=Fakir+Blender+FAK-BLE-0059,https://www.vatanbilgisayar.com/arama/Fakir+Blender+FAK-BLE-0059
