Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Segment,Kullanim_Amaci,Soket,RAM_Tipi,Watt,Kapasite,Uyumluluk,Ozellik,Puan,Yorum_Sayisi,Garanti_Yil,RGB,Boyut,Cozunurluk,Hz,VRAM,Okuma_Hizi,Yazma_Hizi,Kaynak,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link,Itopya_Arama_Link,Incehesap_Arama_Link,Sinerji_Arama_Link,Topluluk_Puani,Populerlik
Toplama Bilgisayar,Anakart,Colorful,Phantom Gaming B660 MAX DDR4,6600,Orta,Günlük Kullanım,LGA1700,DDR4,,,LGA1700-DDR4,"ATX, B660 yonga seti, DDR4 bellek desteği",48,1326,3,Var,ATX,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Colorful+Phantom+Gaming+B660+MAX+DDR4,https://www.hepsiburada.com/ara?q=Colorful+Phantom+Gaming+B660+MAX+DDR4,https://www.amazon.com.tr/s?k=Colorful+Phantom+Gaming+B660+MAX+DDR4,https://www.teknosa.com/arama/?s=Colorful+Phantom+Gaming+B660+MAX+DDR4,https://www.vatanbilgisayar.com/arama/Colorful+Phantom+Gaming+B660+MAX+DDR4,https://www.itopya.com/Arama?q=Colorful+Phantom+Gaming+B660+MAX+DDR4,https://www.incehesap.com/arama/?q=Colorful+Phantom+Gaming+B660+MAX+DDR4,https://www.sinerji.gen.tr/arama?q=Colorful+Phantom+Gaming+B660+MAX+DDR4,48,Orta
Toplama Bilgisayar,Kasa,Thermaltake,Lancool Mesh,1750,Giriş,Günlük Kullanım,,,,,E-ATX,"Mid Tower, mesh/airflow odaklı kasa",55,1059,2,Yok,Mid Tower,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Thermaltake+Lancool+Mesh,https://www.hepsiburada.com/ara?q=Thermaltake+Lancool+Mesh,https://www.amazon.com.tr/s?k=Thermaltake+Lancool+Mesh,https://www.teknosa.com/arama/?s=Thermaltake+Lancool+Mesh,https://www.vatanbilgisayar.com/arama/Thermaltake+Lancool+Mesh,https://www.itopya.com/Arama?q=Thermaltake+Lancool+Mesh,https://www.incehesap.com/arama/?q=Thermaltake+Lancool+Mesh,https://www.sinerji.gen.tr/arama?q=Thermaltake+Lancool+Mesh,55,Düşük
Toplama Bilgisayar,Mouse,MSI,MM712 Pro 12000DPI,4400,Amiral,Oyun,,,,,Kablosuz,"12000 DPI sensör, 49g",73,4570,2,Yok,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+MM712+Pro+12000DPI,https://www.hepsiburada.com/ara?q=MSI+MM712+Pro+12000DPI,https://www.amazon.com.tr/s?k=MSI+MM712+Pro+12000DPI,https://www.teknosa.com/arama/?s=MSI+MM712+Pro+12000DPI,https://www.vatanbilgisayar.com/arama/MSI+MM712+Pro+12000DPI,https://www.itopya.com/Arama?q=MSI+MM712+Pro+12000DPI,https://www.incehesap.com/arama/?q=MSI+MM712+Pro+12000DPI,https://www.sinerji.gen.tr/arama?q=MSI+MM712+Pro+12000DPI,73,Yüksek
Toplama Bilgisayar,Mouse,Razer,M711 Pro 26000DPI,600,Giriş,Yazılım,,,,,Kablosuz,"26000 DPI sensör, 63g",65,579,2,Var,,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Razer+M711+Pro+26000DPI,https://www.hepsiburada.com/ara?q=Razer+M711+Pro+26000DPI,https://www.amazon.com.tr/s?k=Razer+M711+Pro+26000DPI,https://www.teknosa.com/arama/?s=Razer+M711+Pro+26000DPI,https://www.vatanbilgisayar.com/arama/Razer+M711+Pro+26000DPI,https://www.itopya.com/Arama?q=Razer+M711+Pro+26000DPI,https://www.incehesap.com/arama/?q=Razer+M711+Pro+26000DPI,https://www.sinerji.gen.tr/arama?q=Razer+M711+Pro+26000DPI,65,Orta
Toplama Bilgisayar,Anakart,Colorful,Creator B650 DDR5,6900,Orta,Yazılım,AM5,DDR5,,,AM5-DDR5,"Micro ATX, B650 yonga seti, DDR5 bellek desteği",56,712,3,Yok,Micro ATX,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Colorful+Creator+B650+DDR5,https://www.hepsiburada.com/ara?q=Colorful+Creator+B650+DDR5,https://www.amazon.com.tr/s?k=Colorful+Creator+B650+DDR5,https://www.teknosa.com/arama/?s=Colorful+Creator+B650+DDR5,https://www.vatanbilgisayar.com/arama/Colorful+Creator+B650+DDR5,https://www.itopya.com/Arama?q=Colorful+Creator+B650+DDR5,https://www.incehesap.com/arama/?q=Colorful+Creator+B650+DDR5,https://www.sinerji.gen.tr/arama?q=Colorful+Creator+B650+DDR5,56,Yüksek
Toplama Bilgisayar,Mouse,Razer,Pulsefire Wireless 12000DPI,500,Giriş,Ofis,,,,,USB,"12000 DPI sensör, 75g",66,1604,2,Yok,,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Razer+Pulsefire+Wireless+12000DPI,https://www.hepsiburada.com/ara?q=Razer+Pulsefire+Wireless+12000DPI,https://www.amazon.com.tr/s?k=Razer+Pulsefire+Wireless+12000DPI,https://www.teknosa.com/arama/?s=Razer+Pulsefire+Wireless+12000DPI,https://www.vatanbilgisayar.com/arama/Razer+Pulsefire+Wireless+12000DPI,https://www.itopya.com/Arama?q=Razer+Pulsefire+Wireless+12000DPI,https://www.incehesap.com/arama/?q=Razer+Pulsefire+Wireless+12000DPI,https://www.sinerji.gen.tr/arama?q=Razer+Pulsefire+Wireless+12000DPI,66,Yüksek
Toplama Bilgisayar,Mouse,Cooler Master,G102 Mini 12000DPI,1450,Orta,Oyun,,,,,Kablosuz,"12000 DPI sensör, 75g",47,7089,2,Var,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+G102+Mini+12000DPI,https://www.hepsiburada.com/ara?q=Cooler+Master+G102+Mini+12000DPI,https://www.amazon.com.tr/s?k=Cooler+Master+G102+Mini+12000DPI,https://www.teknosa.com/arama/?s=Cooler+Master+G102+Mini+12000DPI,https://www.vatanbilgisayar.com/arama/Cooler+Master+G102+Mini+12000DPI,https://www.itopya.com/Arama?q=Cooler+Master+G102+Mini+12000DPI,https://www.incehesap.com/arama/?q=Cooler+Master+G102+Mini+12000DPI,https://www.sinerji.gen.tr/arama?q=Cooler+Master+G102+Mini+12000DPI,47,Orta
Toplama Bilgisayar,Anakart,Gigabyte,Strix B650E DDR5,14300,Üst,Yazılım,AM5,DDR5,,,AM5-DDR5,"ATX, B650E yonga seti, DDR5 bellek desteği",58,8736,3,Var,ATX,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Gigabyte+Strix+B650E+DDR5,https://www.hepsiburada.com/ara?q=Gigabyte+Strix+B650E+DDR5,https://www.amazon.com.tr/s?k=Gigabyte+Strix+B650E+DDR5,https://www.teknosa.com/arama/?s=Gigabyte+Strix+B650E+DDR5,https://www.vatanbilgisayar.com/arama/Gigabyte+Strix+B650E+DDR5,https://www.itopya.com/Arama?q=Gigabyte+Strix+B650E+DDR5,https://www.incehesap.com/arama/?q=Gigabyte+Strix+B650E+DDR5,https://www.sinerji.gen.tr/arama?q=Gigabyte+Strix+B650E+DDR5,58,Yüksek
Toplama Bilgisayar,Kasa,DarkFlash,O11 Dynamic RGB,7300,Üst,Yayıncılık,,,,,E-ATX,"Mid Tower, mesh/airflow odaklı kasa",53,1225,2,Var,Mid Tower,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=DarkFlash+O11+Dynamic+RGB,https://www.hepsiburada.com/ara?q=DarkFlash+O11+Dynamic+RGB,https://www.amazon.com.tr/s?k=DarkFlash+O11+Dynamic+RGB,https://www.teknosa.com/arama/?s=DarkFlash+O11+Dynamic+RGB,https://www.vatanbilgisayar.com/arama/DarkFlash+O11+Dynamic+RGB,https://www.itopya.com/Arama?q=DarkFlash+O11+Dynamic+RGB,https://www.incehesap.com/arama/?q=DarkFlash+O11+Dynamic+RGB,https://www.sinerji.gen.tr/arama?q=DarkFlash+O11+Dynamic+RGB,53,Yüksek
Toplama Bilgisayar,Anakart,Biostar,PRO B550 MAX DDR4,6100,Orta,Yazılım,AM4,DDR4,,,AM4-DDR4,"Mini ITX, B550 yonga seti, DDR4 bellek desteği",47,6254,3,Yok,Mini ITX,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Biostar+PRO+B550+MAX+DDR4,https://www.hepsiburada.com/ara?q=Biostar+PRO+B550+MAX+DDR4,https://www.amazon.com.tr/s?k=Biostar+PRO+B550+MAX+DDR4,https://www.teknosa.com/arama/?s=Biostar+PRO+B550+MAX+DDR4,https://www.vatanbilgisayar.com/arama/Biostar+PRO+B550+MAX+DDR4,https://www.itopya.com/Arama?q=Biostar+PRO+B550+MAX+DDR4,https://www.incehesap.com/arama/?q=Biostar+PRO+B550+MAX+DDR4,https://www.sinerji.gen.tr/arama?q=Biostar+PRO+B550+MAX+DDR4,47,Orta
Toplama Bilgisayar,Ekran Kartı,Sapphire,RX 7700 XT TUF 12GB,33250,Üst,Oyun,,GDDR6,245,12GB,PCIe,1440p oyun,60,11427,3,Yok,,,,12GB,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Sapphire+RX+7700+XT+TUF+12GB,https://www.hepsiburada.com/ara?q=Sapphire+RX+7700+XT+TUF+12GB,https://www.amazon.com.tr/s?k=Sapphire+RX+7700+XT+TUF+12GB,https://www.teknosa.com/arama/?s=Sapphire+RX+7700+XT+TUF+12GB,https://www.vatanbilgisayar.com/arama/Sapphire+RX+7700+XT+TUF+12GB,https://www.itopya.com/Arama?q=Sapphire+RX+7700+XT+TUF+12GB,https://www.incehesap.com/arama/?q=Sapphire+RX+7700+XT+TUF+12GB,https://www.sinerji.gen.tr/arama?q=Sapphire+RX+7700+XT+TUF+12GB,60,Yüksek
Toplama Bilgisayar,Mouse,Zowie,G102 Wireless 8000DPI,475,Giriş,Yazılım,,,,,Kablosuz,"8000 DPI sensör, 59g",46,473,2,Yok,,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Zowie+G102+Wireless+8000DPI,https://www.hepsiburada.com/ara?q=Zowie+G102+Wireless+8000DPI,https://www.amazon.com.tr/s?k=Zowie+G102+Wireless+8000DPI,https://www.teknosa.com/arama/?s=Zowie+G102+Wireless+8000DPI,https://www.vatanbilgisayar.com/arama/Zowie+G102+Wireless+8000DPI,https://www.itopya.com/Arama?q=Zowie+G102+Wireless+8000DPI,https://www.incehesap.com/arama/?q=Zowie+G102+Wireless+8000DPI,https://www.sinerji.gen.tr/arama?q=Zowie+G102+Wireless+8000DPI,46,Düşük
Toplama Bilgisayar,Anakart,ASUS,Aorus Elite B660 AX DDR4,8300,Orta,Oyun,LGA1700,DDR4,,,LGA1700-DDR4,"ATX, B660 yonga seti, DDR4 bellek desteği",73,2970,3,Var,ATX,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ASUS+Aorus+Elite+B660+AX+DDR4,https://www.hepsiburada.com/ara?q=ASUS+Aorus+Elite+B660+AX+DDR4,https://www.amazon.com.tr/s?k=ASUS+Aorus+Elite+B660+AX+DDR4,https://www.teknosa.com/arama/?s=ASUS+Aorus+Elite+B660+AX+DDR4,https://www.vatanbilgisayar.com/arama/ASUS+Aorus+Elite+B660+AX+DDR4,https://www.itopya.com/Arama?q=ASUS+Aorus+Elite+B660+AX+DDR4,https://www.incehesap.com/arama/?q=ASUS+Aorus+Elite+B660+AX+DDR4,https://www.sinerji.gen.tr/arama?q=ASUS+Aorus+Elite+B660+AX+DDR4,73,Çok Yüksek
Toplama Bilgisayar,Kasa,Cooler Master,Meshify,9300,Amiral,Tasarım,,,,,Micro ATX,"Full Tower, mesh/airflow odaklı kasa",59,356,2,Yok,Full Tower,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+Meshify,https://www.hepsiburada.com/ara?q=Cooler+Master+Meshify,https://www.amazon.com.tr/s?k=Cooler+Master+Meshify,https://www.teknosa.com/arama/?s=Cooler+Master+Meshify,https://www.vatanbilgisayar.com/arama/Cooler+Master+Meshify,https://www.itopya.com/Arama?q=Cooler+Master+Meshify,https://www.incehesap.com/arama/?q=Cooler+Master+Meshify,https://www.sinerji.gen.tr/arama?q=Cooler+Master+Meshify,59,Orta
Toplama Bilgisayar,Monitör,Dell,UltraGear 27 inç 2560x1440 180Hz,10500,Üst,Tasarım,,,25,,HDMI-DP,"IPS panel, 180Hz",79,7625,3,Yok,27 inç,2560x1440,180Hz,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Dell+UltraGear+27+in%C3%A7+2560x1440+180Hz,https://www.hepsiburada.com/ara?q=Dell+UltraGear+27+in%C3%A7+2560x1440+180Hz,https://www.amazon.com.tr/s?k=Dell+UltraGear+27+in%C3%A7+2560x1440+180Hz,https://www.teknosa.com/arama/?s=Dell+UltraGear+27+in%C3%A7+2560x1440+180Hz,https://www.vatanbilgisayar.com/arama/Dell+UltraGear+27+in%C3%A7+2560x1440+180Hz,https://www.itopya.com/Arama?q=Dell+UltraGear+27+in%C3%A7+2560x1440+180Hz,https://www.incehesap.com/arama/?q=Dell+UltraGear+27+in%C3%A7+2560x1440+180Hz,https://www.sinerji.gen.tr/arama?q=Dell+UltraGear+27+in%C3%A7+2560x1440+180Hz,79,Çok Yüksek
Toplama Bilgisayar,Mouse,Zowie,Model O 36000DPI,475,Giriş,Ofis,,,,,Bluetooth,"36000 DPI sensör, 75g",49,3015,2,Yok,,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Zowie+Model+O+36000DPI,https://www.hepsiburada.com/ara?q=Zowie+Model+O+36000DPI,https://www.amazon.com.tr/s?k=Zowie+Model+O+36000DPI,https://www.teknosa.com/arama/?s=Zowie+Model+O+36000DPI,https://www.vatanbilgisayar.com/arama/Zowie+Model+O+36000DPI,https://www.itopya.com/Arama?q=Zowie+Model+O+36000DPI,https://www.incehesap.com/arama/?q=Zowie+Model+O+36000DPI,https://www.sinerji.gen.tr/arama?q=Zowie+Model+O+36000DPI,49,Düşük
Toplama Bilgisayar,Mouse,Cooler Master,MM712 Pro 8000DPI,625,Giriş,Ofis,,,,,USB,"8000 DPI sensör, 90g",51,2722,2,Yok,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+MM712+Pro+8000DPI,https://www.hepsiburada.com/ara?q=Cooler+Master+MM712+Pro+8000DPI,https://www.amazon.com.tr/s?k=Cooler+Master+MM712+Pro+8000DPI,https://www.teknosa.com/arama/?s=Cooler+Master+MM712+Pro+8000DPI,https://www.vatanbilgisayar.com/arama/Cooler+Master+MM712+Pro+8000DPI,https://www.itopya.com/Arama?q=Cooler+Master+MM712+Pro+8000DPI,https://www.incehesap.com/arama/?q=Cooler+Master+MM712+Pro+8000DPI,https://www.sinerji.gen.tr/arama?q=Cooler+Master+MM712+Pro+8000DPI,51,Düşük
Toplama Bilgisayar,Ekran Kartı,Gainward,RX 7700 XT Aero OC 12GB,34250,Üst,Oyun,,GDDR6,245,12GB,PCIe,1440p oyun,64,9656,3,Var,,,,12GB,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Gainward+RX+7700+XT+Aero+OC+12GB,https://www.hepsiburada.com/ara?q=Gainward+RX+7700+XT+Aero+OC+12GB,https://www.amazon.com.tr/s?k=Gainward+RX+7700+XT+Aero+OC+12GB,https://www.teknosa.com/arama/?s=Gainward+RX+7700+XT+Aero+OC+12GB,https://www.vatanbilgisayar.com/arama/Gainward+RX+7700+XT+Aero+OC+12GB,https://www.itopya.com/Arama?q=Gainward+RX+7700+XT+Aero+OC+12GB,https://www.incehesap.com/arama/?q=Gainward+RX+7700+XT+Aero+OC+12GB,https://www.sinerji.gen.tr/arama?q=Gainward+RX+7700+XT+Aero+OC+12GB,64,Yüksek
Toplama Bilgisayar,Klavye,SteelSeries,G Pro X Mekanik Tam boy,2050,Orta,Oyun,,,,,USB,Mekanik klavye,50,5965,2,Yok,Tam boy,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=SteelSeries+G+Pro+X+Mekanik+Tam+boy,https://www.hepsiburada.com/ara?q=SteelSeries+G+Pro+X+Mekanik+Tam+boy,https://www.amazon.com.tr/s?k=SteelSeries+G+Pro+X+Mekanik+Tam+boy,https://www.teknosa.com/arama/?s=SteelSeries+G+Pro+X+Mekanik+Tam+boy,https://www.vatanbilgisayar.com/arama/SteelSeries+G+Pro+X+Mekanik+Tam+boy,https://www.itopya.com/Arama?q=SteelSeries+G+Pro+X+Mekanik+Tam+boy,https://www.incehesap.com/arama/?q=SteelSeries+G+Pro+X+Mekanik+Tam+boy,https://www.sinerji.gen.tr/arama?q=SteelSeries+G+Pro+X+Mekanik+Tam+boy,50,Orta
Toplama Bilgisayar,Kasa,DeepCool,Meshify White,7900,Üst,Tasarım,,,,,Micro ATX,"Mini Tower, mesh/airflow odaklı kasa",57,8366,2,Var,Mini Tower,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=DeepCool+Meshify+White,https://www.hepsiburada.com/ara?q=DeepCool+Meshify+White,https://www.amazon.com.tr/s?k=DeepCool+Meshify+White,https://www.teknosa.com/arama/?s=DeepCool+Meshify+White,https://www.vatanbilgisayar.com/arama/DeepCool+Meshify+White,https://www.itopya.com/Arama?q=DeepCool+Meshify+White,https://www.incehesap.com/arama/?q=DeepCool+Meshify+White,https://www.sinerji.gen.tr/arama?q=DeepCool+Meshify+White,57,Orta
Toplama Bilgisayar,Ekran Kartı,XFX,RTX 5090 Aero OC 32GB,190500,Amiral,Yayıncılık,,GDDR6X,575,32GB,PCIe,2026 amiral seviye AI/4K,76,3535,3,Var,,,,32GB,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=XFX+RTX+5090+Aero+OC+32GB,https://www.hepsiburada.com/ara?q=XFX+RTX+5090+Aero+OC+32GB,https://www.amazon.com.tr/s?k=XFX+RTX+5090+Aero+OC+32GB,https://www.teknosa.com/arama/?s=XFX+RTX+5090+Aero+OC+32GB,https://www.vatanbilgisayar.com/arama/XFX+RTX+5090+Aero+OC+32GB,https://www.itopya.com/Arama?q=XFX+RTX+5090+Aero+OC+32GB,https://www.incehesap.com/arama/?q=XFX+RTX+5090+Aero+OC+32GB,https://www.sinerji.gen.tr/arama?q=XFX+RTX+5090+Aero+OC+32GB,76,Yüksek
Toplama Bilgisayar,Klavye,ASUS,K2 Optik switch Tam boy,2000,Orta,Ofis,,,,,Bluetooth,Optik switch klavye,66,6651,2,Yok,Tam boy,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ASUS+K2+Optik+switch+Tam+boy,https://www.hepsiburada.com/ara?q=ASUS+K2+Optik+switch+Tam+boy,https://www.amazon.com.tr/s?k=ASUS+K2+Optik+switch+Tam+boy,https://www.teknosa.com/arama/?s=ASUS+K2+Optik+switch+Tam+boy,https://www.vatanbilgisayar.com/arama/ASUS+K2+Optik+switch+Tam+boy,https://www.itopya.com/Arama?q=ASUS+K2+Optik+switch+Tam+boy,https://www.incehesap.com/arama/?q=ASUS+K2+Optik+switch+Tam+boy,https://www.sinerji.gen.tr/arama?q=ASUS+K2+Optik+switch+Tam+boy,66,Yüksek
Toplama Bilgisayar,Mouse,Lamzu,Pulsefire Mini 12000DPI,425,Giriş,Ofis,,,,,Kablosuz,"12000 DPI sensör, 63g",44,1917,2,Var,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Lamzu+Pulsefire+Mini+12000DPI,https://www.hepsiburada.com/ara?q=Lamzu+Pulsefire+Mini+12000DPI,https://www.amazon.com.tr/s?k=Lamzu+Pulsefire+Mini+12000DPI,https://www.teknosa.com/arama/?s=Lamzu+Pulsefire+Mini+12000DPI,https://www.vatanbilgisayar.com/arama/Lamzu+Pulsefire+Mini+12000DPI,https://www.itopya.com/Arama?q=Lamzu+Pulsefire+Mini+12000DPI,https://www.incehesap.com/arama/?q=Lamzu+Pulsefire+Mini+12000DPI,https://www.sinerji.gen.tr/arama?q=Lamzu+Pulsefire+Mini+12000DPI,44,Düşük
Toplama Bilgisayar,Anakart,NZXT,Prime Z790 AX DDR5,11800,Üst,Oyun,LGA1700,DDR5,,,LGA1700-DDR5,"ATX, Z790 yonga seti, DDR5 bellek desteği",59,3032,3,Var,ATX,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=NZXT+Prime+Z790+AX+DDR5,https://www.hepsiburada.com/ara?q=NZXT+Prime+Z790+AX+DDR5,https://www.amazon.com.tr/s?k=NZXT+Prime+Z790+AX+DDR5,https://www.teknosa.com/arama/?s=NZXT+Prime+Z790+AX+DDR5,https://www.vatanbilgisayar.com/arama/NZXT+Prime+Z790+AX+DDR5,https://www.itopya.com/Arama?q=NZXT+Prime+Z790+AX+DDR5,https://www.incehesap.com/arama/?q=NZXT+Prime+Z790+AX+DDR5,https://www.sinerji.gen.tr/arama?q=NZXT+Prime+Z790+AX+DDR5,59,Yüksek
Toplama Bilgisayar,Ekran Kartı,Gainward,RTX 5080 Aero OC 16GB,106000,Amiral,Oyun,,GDDR6X,360,16GB,PCIe,2026 4K üst seviye,71,6305,3,Yok,,,,16GB,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Gainward+RTX+5080+Aero+OC+16GB,https://www.hepsiburada.com/ara?q=Gainward+RTX+5080+Aero+OC+16GB,https://www.amazon.com.tr/s?k=Gainward+RTX+5080+Aero+OC+16GB,https://www.teknosa.com/arama/?s=Gainward+RTX+5080+Aero+OC+16GB,https://www.vatanbilgisayar.com/arama/Gainward+RTX+5080+Aero+OC+16GB,https://www.itopya.com/Arama?q=Gainward+RTX+5080+Aero+OC+16GB,https://www.incehesap.com/arama/?q=Gainward+RTX+5080+Aero+OC+16GB,https://www.sinerji.gen.tr/arama?q=Gainward+RTX+5080+Aero+OC+16GB,71,Yüksek
Toplama Bilgisayar,HDD,Seagate,IronWolf 12TB 7200RPM,11800,Üst,Yayıncılık,,,9,12TB,SATA,3.5 inç mekanik disk,61,7465,3,Yok,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Seagate+IronWolf+12TB+7200RPM,https://www.hepsiburada.com/ara?q=Seagate+IronWolf+12TB+7200RPM,https://www.amazon.com.tr/s?k=Seagate+IronWolf+12TB+7200RPM,https://www.teknosa.com/arama/?s=Seagate+IronWolf+12TB+7200RPM,https://www.vatanbilgisayar.com/arama/Seagate+IronWolf+12TB+7200RPM,https://www.itopya.com/Arama?q=Seagate+IronWolf+12TB+7200RPM,https://www.incehesap.com/arama/?q=Seagate+IronWolf+12TB+7200RPM,https://www.sinerji.gen.tr/arama?q=Seagate+IronWolf+12TB+7200RPM,61,Çok Yüksek
Toplama Bilgisayar,Monitör,HP,Raptor 24.5 inç 3840x2160 240Hz,59500,Amiral,Oyun,,,35,,HDMI-DP,"VA panel, 240Hz",84,4542,3,Yok,24.5 inç,3840x2160,240Hz,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=HP+Raptor+24.5+in%C3%A7+3840x2160+240Hz,https://www.hepsiburada.com/ara?q=HP+Raptor+24.5+in%C3%A7+3840x2160+240Hz,https://www.amazon.com.tr/s?k=HP+Raptor+24.5+in%C3%A7+3840x2160+240Hz,https://www.teknosa.com/arama/?s=HP+Raptor+24.5+in%C3%A7+3840x2160+240Hz,https://www.vatanbilgisayar.com/arama/HP+Raptor+24.5+in%C3%A7+3840x2160+240Hz,https://www.itopya.com/Arama?q=HP+Raptor+24.5+in%C3%A7+3840x2160+240Hz,https://www.incehesap.com/arama/?q=HP+Raptor+24.5+in%C3%A7+3840x2160+240Hz,https://www.sinerji.gen.tr/arama?q=HP+Raptor+24.5+in%C3%A7+3840x2160+240Hz,84,Yüksek
Toplama Bilgisayar,Kasa,DarkFlash,Meshify,4250,Orta,Yazılım,,,,,ATX,"Mid Tower, mesh/airflow odaklı kasa",51,5956,2,Var,Mid Tower,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=DarkFlash+Meshify,https://www.hepsiburada.com/ara?q=DarkFlash+Meshify,https://www.amazon.com.tr/s?k=DarkFlash+Meshify,https://www.teknosa.com/arama/?s=DarkFlash+Meshify,https://www.vatanbilgisayar.com/arama/DarkFlash+Meshify,https://www.itopya.com/Arama?q=DarkFlash+Meshify,https://www.incehesap.com/arama/?q=DarkFlash+Meshify,https://www.sinerji.gen.tr/arama?q=DarkFlash+Meshify,51,Orta
